,PLAYER_ID,RANK,PLAYER,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,YEAR,team_full_name,abbreviation,birthDate,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,draft_year,height,name,position,weight,salary,season_end,season_start
21,77820,195,John Paxson,75,1570,153,328,0.466,15,51,0.294,74,92,0.804,18,76,94,274,55,2,63,172,395,564,4.35,0.87,1985-86,Chicago Bulls,CHI,"September 29, 1960",3.6,49.9,35.5,80.4,772.0,12.0,7.2,1.2,36.3,52.8,1983,6-2,John Paxson,Point Guard,185lb,175000.0,1986.0,1985.0
22,77757,197,Jawann Oldham,52,1276,167,323,0.517,0,1,0.0,53,91,0.582,112,194,306,37,28,134,86,206,387,612,0.43,0.33,1985-86,Chicago Bulls,CHI,"July 4, 1957",0.5,47.9,0.0,60.7,329.0,10.7,4.4,4.1,4.3,47.9,1980,7-0,Jawann Oldham,Center,215lb,175000.0,1986.0,1985.0
23,77047,250,Michael Holton,28,512,77,175,0.44,1,12,0.083,28,44,0.636,11,22,33,55,25,0,27,47,183,155,2.04,0.93,1985-86,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
24,1091,270,Mike Smrek,38,408,46,122,0.377,0,2,0.0,16,29,0.552,46,64,110,19,6,23,29,95,108,148,0.66,0.21,1985-86,Chicago Bulls,CHI,"August 31, 1962",0.3,43.1,0.0,61.7,194.0,7.4,2.9,2.2,0.7,43.1,1985,7-0,Mike Smrek,Power Forward and Center,250lb,135000.0,1986.0,1985.0
25,77019,271,Rod Higgins,30,332,39,106,0.368,1,9,0.111,19,27,0.704,14,37,51,24,9,11,13,49,98,105,1.85,0.69,1985-86,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
26,76268,293,Tony Brown,10,132,18,41,0.439,0,2,0.0,9,13,0.692,5,11,16,14,5,1,4,16,45,50,3.5,1.25,1985-86,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
27,77547,304,Billy McKinney,9,83,10,23,0.435,0,0,0.0,2,2,1.0,1,4,5,13,3,0,2,9,22,28,6.5,1.5,1985-86,Chicago Bulls,CHI,"June 5, 1955",3.5,49.3,6.3,82.0,476.0,13.7,8.0,1.4,15.6,49.3,1977,6-0,Billy McKinney,Point Guard,160lb,125000.0,1986.0,1985.0
28,893,1,Michael Jordan,82,3281,1098,2279,0.482,12,66,0.182,833,972,0.857,166,264,430,377,236,125,272,237,3041,2617,1.39,0.87,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
29,891,52,Charles Oakley,82,2980,468,1052,0.445,11,30,0.367,245,357,0.686,299,775,1074,296,85,36,299,315,1192,1688,0.99,0.28,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
30,77820,82,John Paxson,82,2689,386,793,0.487,52,140,0.371,106,131,0.809,22,117,139,467,66,8,105,207,930,1073,4.45,0.63,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
31,76453,124,Dave Corzine,82,2287,294,619,0.475,0,5,0.0,95,129,0.736,199,341,540,209,38,87,114,202,683,1084,1.83,0.33,1986-87,Chicago Bulls,CHI,"April 25, 1956",1.7,48.4,18.9,74.7,891.0,13.6,8.5,5.9,37.3,48.5,1978,6-11,Dave Corzine,Center,250lb,710000.0,1987.0,1986.0
32,78110,125,Brad Sellers,80,1751,276,606,0.455,2,10,0.2,126,173,0.728,155,218,373,102,44,68,84,194,680,806,1.21,0.52,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
33,76093,141,Gene Banks,63,1822,249,462,0.539,0,5,0.0,112,146,0.767,115,193,308,170,52,17,113,173,610,797,1.5,0.46,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
34,9,146,Sedale Threatt,68,1446,239,534,0.448,7,32,0.219,95,119,0.798,26,82,108,259,74,13,89,164,580,626,2.91,0.83,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
35,1479,223,Mike Brown,62,818,106,201,0.527,0,0,0.0,46,72,0.639,71,143,214,24,20,7,59,129,258,343,0.41,0.34,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
36,78378,226,Elston Turner,70,936,112,252,0.444,1,8,0.125,23,31,0.742,34,81,115,102,30,4,31,97,248,320,3.29,0.97,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
37,77873,252,Ben Poquette,58,604,62,122,0.508,0,4,0.0,40,50,0.8,30,71,101,35,9,34,21,77,164,252,1.67,0.43,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
38,78430,274,Granville Waiters,44,534,40,93,0.43,0,1,0.0,5,9,0.556,38,49,87,22,10,31,16,83,85,162,1.38,0.63,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
39,939,286,Pete Myers,29,155,19,52,0.365,0,6,0.0,28,43,0.651,8,9,17,21,14,2,10,25,66,62,2.1,1.4,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
40,76411,328,Fred Cofield,5,27,2,11,0.182,0,1,0.0,0,0,0.0,1,4,5,4,2,0,1,1,4,5,4.0,2.0,1986-87,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
41,893,1,Michael Jordan,82,3311,1069,1998,0.535,7,53,0.132,723,860,0.841,139,310,449,485,259,131,252,270,2868,2874,1.93,1.03,1987-88,Chicago Bulls,CHI,"February 17, 1963",5.3,49.7,32.7,83.5,1072.0,27.9,30.1,6.2,214.0,50.9,1984,6-6,Michael Jordan,Small Forward and Shooting Guard,195lb,845000.0,1988.0,1987.0
42,891,74,Charles Oakley,82,2816,375,776,0.483,3,12,0.25,261,359,0.727,326,740,1066,248,68,28,241,272,1014,1684,1.03,0.28,1987-88,Chicago Bulls,CHI,"December 18, 1963",2.5,47.1,25.3,76.1,1282.0,13.4,9.7,9.5,89.7,47.4,1985,6-8,Charles Oakley,Power Forward and Center,225lb,465000.0,1988.0,1987.0
43,76453,105,Dave Corzine,80,2328,344,715,0.481,1,9,0.111,115,153,0.752,170,357,527,154,36,95,109,149,804,1098,1.41,0.33,1987-88,Chicago Bulls,CHI,"April 25, 1956",1.7,48.4,18.9,74.7,891.0,13.6,8.5,5.9,37.3,48.5,1978,6-11,Dave Corzine,Center,250lb,700000.0,1988.0,1987.0
44,78110,110,Brad Sellers,82,2212,326,714,0.457,1,7,0.143,124,157,0.79,107,143,250,141,34,66,91,174,777,756,1.55,0.37,1987-88,Chicago Bulls,CHI,"December 17, 1962",1.1,45.2,20.0,79.3,398.0,11.1,6.3,2.7,9.8,45.4,1986,7-0,Brad Sellers,Power Forward and Small Forward,210lb,381830.0,1988.0,1987.0
45,77820,132,John Paxson,81,1888,287,582,0.493,33,95,0.347,33,45,0.733,16,88,104,303,49,1,64,154,640,726,4.73,0.77,1987-88,Chicago Bulls,CHI,"September 29, 1960",3.6,49.9,35.5,80.4,772.0,12.0,7.2,1.2,36.3,52.8,1983,6-2,John Paxson,Point Guard,185lb,285000.0,1988.0,1987.0
46,937,136,Scottie Pippen,79,1650,261,564,0.463,4,23,0.174,99,172,0.576,115,183,298,169,91,52,131,214,625,728,1.29,0.7,1987-88,Chicago Bulls,CHI,"September 25, 1965",5.2,47.3,32.6,70.4,1178.0,18.6,16.1,6.4,125.1,50.4,1987,6-8,Scottie Pippen,Small Forward,210lb,725000.0,1988.0,1987.0
47,270,139,Horace Grant,81,1827,254,507,0.501,0,2,0.0,114,182,0.626,155,292,447,89,51,53,86,221,622,855,1.04,0.59,1987-88,Chicago Bulls,CHI,"July 4, 1965",2.2,50.9,6.3,69.2,1165.0,16.0,11.2,8.1,118.2,50.9,1987,6-10,Horace Grant,Center and Power Forward,215lb,500000.0,1988.0,1987.0
48,78417,151,Sam Vincent,72,1501,210,461,0.456,8,21,0.381,145,167,0.868,35,117,152,381,55,16,136,145,573,768,2.8,0.4,1987-88,Chicago Bulls,CHI,"May 18, 1963",3.9,44.9,18.2,86.3,396.0,14.1,7.8,2.1,10.9,45.2,1985,6-2,Sam Vincent,Point Guard and Shooting Guard,185lb,392500.0,1988.0,1987.0
49,600009,225,Rory Sparrow,58,1044,117,293,0.399,2,13,0.154,24,33,0.727,15,57,72,167,41,3,58,79,260,300,2.88,0.71,1987-88,Chicago Bulls,CHI,"June 12, 1958",5.0,46.6,26.0,79.7,836.0,12.0,9.0,2.1,28.3,47.3,1980,6-2,Rory Sparrow,Point Guard,175lb,325000.0,1988.0,1987.0
50,1479,236,Mike Brown,46,591,78,174,0.448,0,1,0.0,41,71,0.577,66,93,159,28,11,4,38,85,197,235,0.74,0.29,1987-88,Chicago Bulls,CHI,"July 19, 1963",0.7,45.5,12.5,69.0,626.0,9.7,5.0,4.4,15.9,45.5,1985,6-9,Mike Brown,Center,257lb,220000.0,1988.0,1987.0
51,78430,311,Granville Waiters,22,114,9,29,0.31,0,1,0.0,0,2,0.0,9,19,28,1,2,15,6,26,18,36,0.17,0.33,1987-88,Chicago Bulls,CHI,"January 8, 1961",0.5,45.8,0.0,55.9,249.0,8.3,2.4,2.2,1.9,45.8,1983,6-11,Granville Waiters,Center,225lb,100000.0,1988.0,1987.0
52,78378,313,Elston Turner,17,98,8,30,0.267,0,0,0.0,1,2,0.5,8,2,10,9,8,0,10,5,17,11,0.9,0.8,1987-88,Chicago Bulls,CHI,"June 10, 1959",1.8,43.2,15.2,71.4,505.0,9.6,4.7,2.7,8.5,43.3,1981,6-5,Elston Turner,Small Forward and Shooting Guard,190lb,75000.0,1988.0,1987.0
53,893,1,Michael Jordan,81,3255,966,1795,0.538,27,98,0.276,674,793,0.85,149,503,652,650,234,65,290,247,2633,2996,2.24,0.81,1988-89,Chicago Bulls,CHI,"February 17, 1963",5.3,49.7,32.7,83.5,1072.0,27.9,30.1,6.2,214.0,50.9,1984,6-6,Michael Jordan,Small Forward and Shooting Guard,195lb,2000000.0,1989.0,1988.0
54,937,86,Scottie Pippen,73,2413,413,867,0.476,21,77,0.273,201,301,0.668,138,307,445,256,139,61,199,261,1048,1196,1.29,0.7,1988-89,Chicago Bulls,CHI,"September 25, 1965",5.2,47.3,32.6,70.4,1178.0,18.6,16.1,6.4,125.1,50.4,1987,6-8,Scottie Pippen,Small Forward,210lb,575000.0,1989.0,1988.0
55,76362,96,Bill Cartwright,78,2333,365,768,0.475,0,0,0.0,236,308,0.766,152,369,521,90,21,41,190,234,966,974,0.47,0.11,1988-89,Chicago Bulls,CHI,"July 30, 1957",1.4,52.5,0.0,77.1,963.0,15.2,13.2,6.3,72.8,52.5,1979,7-1,Bill Cartwright,Center,245lb,1225000.0,1989.0,1988.0
56,270,99,Horace Grant,79,2809,405,781,0.519,0,5,0.0,140,199,0.704,240,441,681,168,86,62,128,251,950,1384,1.31,0.67,1988-89,Chicago Bulls,CHI,"July 4, 1965",2.2,50.9,6.3,69.2,1165.0,16.0,11.2,8.1,118.2,50.9,1987,6-10,Horace Grant,Center and Power Forward,215lb,380000.0,1989.0,1988.0
57,78417,141,Sam Vincent,70,1703,274,566,0.484,2,17,0.118,106,129,0.822,34,156,190,335,53,10,142,124,656,787,2.36,0.37,1988-89,Chicago Bulls,CHI,"May 18, 1963",3.9,44.9,18.2,86.3,396.0,14.1,7.8,2.1,10.9,45.2,1985,6-2,Sam Vincent,Point Guard and Shooting Guard,185lb,375000.0,1989.0,1988.0
58,77820,154,John Paxson,78,1738,246,513,0.48,44,133,0.331,31,36,0.861,13,81,94,308,53,6,71,162,567,685,4.34,0.75,1988-89,Chicago Bulls,CHI,"September 29, 1960",3.6,49.9,35.5,80.4,772.0,12.0,7.2,1.2,36.3,52.8,1983,6-2,John Paxson,Point Guard,185lb,325000.0,1989.0,1988.0
59,78110,157,Brad Sellers,80,1732,231,476,0.485,3,6,0.5,86,101,0.851,85,142,227,99,35,69,72,176,551,649,1.38,0.49,1988-89,Chicago Bulls,CHI,"December 17, 1962",1.1,45.2,20.0,79.3,398.0,11.1,6.3,2.7,9.8,45.4,1986,7-0,Brad Sellers,Power Forward and Small Forward,210lb,480000.0,1989.0,1988.0
60,77034,163,Craig Hodges,59,1204,203,430,0.472,75,180,0.417,48,57,0.842,23,66,89,146,43,4,57,90,529,518,2.56,0.75,1988-89,Chicago Bulls,CHI,"June 27, 1960",2.5,46.1,40.0,82.8,695.0,11.8,8.5,1.3,27.2,51.6,1982,6-2,Craig Hodges,Point Guard and Shooting Guard,190lb,350000.0,1989.0,1988.0
61,76453,181,Dave Corzine,81,1483,203,440,0.461,2,8,0.25,71,96,0.74,92,223,315,103,29,45,93,134,479,616,1.11,0.31,1988-89,Chicago Bulls,CHI,"April 25, 1956",1.7,48.4,18.9,74.7,891.0,13.6,8.5,5.9,37.3,48.5,1978,6-11,Dave Corzine,Center,250lb,500000.0,1989.0,1988.0
62,76518,251,Charlie Davis,49,545,81,190,0.426,4,15,0.267,19,26,0.731,47,67,114,31,11,5,22,58,185,208,1.41,0.5,1988-89,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
63,917,289,Jack Haley,51,289,37,78,0.474,0,0,0.0,36,46,0.783,21,50,71,10,11,0,26,56,110,125,0.39,0.42,1988-89,Chicago Bulls,CHI,"January 27, 1964",0.2,42.5,0.0,65.5,341.0,9.7,3.5,2.7,2.9,42.5,1987,6-10,Jack Haley,Power Forward and Center,240lb,150000.0,1989.0,1988.0
64,781,308,Will Perdue,30,190,29,72,0.403,0,0,0.0,8,14,0.571,18,27,45,11,4,6,15,38,66,68,0.73,0.27,1988-89,Chicago Bulls,CHI,"August 29, 1965",0.8,51.5,6.7,57.7,792.0,13.6,4.7,4.9,26.6,51.6,1988,7-0,Will Perdue,Center,240lb,425000.0,1989.0,1988.0
65,77880,330,Dominic Pressley,13,124,9,31,0.29,0,2,0.0,5,9,0.556,3,12,15,26,4,0,11,11,23,31,2.36,0.36,1988-89,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
66,116,349,David Wood,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1988-89,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
67,893,1,Michael Jordan,82,3197,1034,1964,0.526,92,245,0.376,593,699,0.848,143,422,565,519,227,54,247,241,2753,2835,2.1,0.92,1989-90,Chicago Bulls,CHI,"February 17, 1963",5.3,49.7,32.7,83.5,1072.0,27.9,30.1,6.2,214.0,50.9,1984,6-6,Michael Jordan,Small Forward and Shooting Guard,195lb,2500000.0,1990.0,1989.0
68,937,41,Scottie Pippen,82,3148,562,1150,0.489,28,112,0.25,199,295,0.675,150,397,547,444,211,101,278,298,1351,1692,1.6,0.76,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
69,270,84,Horace Grant,80,2753,446,853,0.523,0,0,0.0,179,256,0.699,236,393,629,227,92,84,110,230,1071,1509,2.06,0.84,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
70,77820,118,John Paxson,82,2365,365,708,0.516,33,92,0.359,56,68,0.824,27,92,119,335,83,6,85,176,819,922,3.94,0.98,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
71,76362,119,Bill Cartwright,71,2160,292,598,0.488,0,0,0.0,227,280,0.811,137,328,465,145,38,34,123,243,811,1011,1.18,0.31,1989-90,Chicago Bulls,CHI,"July 30, 1957",1.4,52.5,0.0,77.1,963.0,15.2,13.2,6.3,72.8,52.5,1979,7-1,Bill Cartwright,Center,245lb,1320000.0,1990.0,1989.0
72,351,142,Stacey King,82,1777,267,530,0.504,0,1,0.0,194,267,0.727,169,215,384,87,38,58,119,215,728,840,0.73,0.32,1989-90,Chicago Bulls,CHI,"January 29, 1967",0.9,47.8,23.5,70.7,438.0,11.9,6.4,3.3,10.9,47.9,1989,6-11,Stacey King,Power Forward and Center,230lb,1330000.0,1990.0,1989.0
73,769,199,B.J. Armstrong,81,1291,190,392,0.485,3,6,0.5,69,78,0.885,19,83,102,199,46,6,83,105,452,511,2.4,0.55,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
74,77034,204,Craig Hodges,63,1055,145,331,0.438,87,181,0.481,30,33,0.909,11,42,53,110,30,2,30,87,407,383,3.67,1.0,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
75,781,235,Will Perdue,77,884,111,268,0.414,0,5,0.0,72,104,0.692,88,126,214,46,19,26,65,150,294,345,0.71,0.29,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
76,76518,291,Charlie Davis,53,429,58,158,0.367,7,25,0.28,7,8,0.875,25,56,81,18,10,8,20,52,130,126,0.9,0.5,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
77,77697,308,Ed Nealy,46,503,37,70,0.529,0,2,0.0,30,41,0.732,46,92,138,28,16,4,17,67,104,229,1.65,0.94,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
78,1874,345,Jeff Sanders,31,182,13,40,0.325,0,0,0.0,2,4,0.5,17,22,39,9,4,4,15,27,28,40,0.6,0.27,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
79,77374,373,Clifford Lett,4,28,2,8,0.25,0,0,0.0,0,0,0.0,0,0,0,1,0,0,2,8,4,-3,0.5,0.0,1989-90,Chicago Bulls,CHI,,,,,,,,,,,,,,,,,,,
80,893,1,Michael Jordan,82,3034,990,1837,0.539,29,93,0.312,571,671,0.851,118,374,492,453,223,83,202,229,2580,2682,2.24,1.1,1990-91,Chicago Bulls,CHI,"February 17, 1963",5.3,49.7,32.7,83.5,1072.0,27.9,30.1,6.2,214.0,50.9,1984,6-6,Michael Jordan,Small Forward and Shooting Guard,195lb,2500000.0,1991.0,1990.0
81,937,32,Scottie Pippen,82,3014,600,1153,0.52,21,68,0.309,240,340,0.706,163,432,595,511,193,93,232,270,1461,1968,2.2,0.83,1990-91,Chicago Bulls,CHI,"September 25, 1965",5.2,47.3,32.6,70.4,1178.0,18.6,16.1,6.4,125.1,50.4,1987,6-8,Scottie Pippen,Small Forward,210lb,765000.0,1991.0,1990.0
82,270,90,Horace Grant,78,2641,401,733,0.547,1,6,0.167,197,277,0.711,266,393,659,178,95,69,92,203,1000,1497,1.94,1.03,1990-91,Chicago Bulls,CHI,"July 4, 1965",2.2,50.9,6.3,69.2,1165.0,16.0,11.2,8.1,118.2,50.9,1987,6-10,Horace Grant,Center and Power Forward,215lb,1000000.0,1991.0,1990.0
83,76362,139,Bill Cartwright,79,2273,318,649,0.49,0,0,0.0,124,178,0.697,167,319,486,126,32,15,113,167,760,921,1.12,0.28,1990-91,Chicago Bulls,CHI,"July 30, 1957",1.4,52.5,0.0,77.1,963.0,15.2,13.2,6.3,72.8,52.5,1979,7-1,Bill Cartwright,Center,245lb,1100000.0,1991.0,1990.0
84,769,144,B.J. Armstrong,82,1731,304,632,0.481,15,30,0.5,97,111,0.874,25,124,149,301,70,4,107,118,720,795,2.81,0.65,1990-91,Chicago Bulls,CHI,"September 9, 1967",3.3,47.7,42.5,85.6,747.0,14.5,9.8,1.8,45.0,51.3,1989,6-2,B.J. Armstrong,Point Guard,175lb,425000.0,1991.0,1990.0
85,77820,147,John Paxson,82,1971,317,578,0.548,42,96,0.438,34,41,0.829,15,76,91,297,62,3,69,136,710,826,4.3,0.9,1990-91,Chicago Bulls,CHI,"September 29, 1960",3.6,49.9,35.5,80.4,772.0,12.0,7.2,1.2,36.3,52.8,1983,6-2,John Paxson,Point Guard,185lb,385000.0,1991.0,1990.0
86,351,204,Stacey King,76,1198,156,334,0.467,0,2,0.0,107,152,0.704,72,136,208,65,24,42,91,134,419,444,0.71,0.26,1990-91,Chicago Bulls,CHI,"January 29, 1967",0.9,47.8,23.5,70.7,438.0,11.9,6.4,3.3,10.9,47.9,1989,6-11,Stacey King,Power Forward and Center,230lb,1000000.0,1991.0,1990.0
